Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-20ETF...-M3 Series;;200, 400, 600;20;1.3;300.0;60.0;150;TO-220AC 2L;Single;0.6;No;image/diodes\96298.png;Datasheet\diodes\VS-20ETF...-M3 Series\VS-20ETF...-M3 Series.pdf;
VS-20ETF...-M3 Series;;800, 1000, 1200;20;1.31;320.0;95.0;150;TO-220AC 2L;Single;0.6;No;image/diodes\94889.png;Datasheet\diodes\VS-20ETF...-M3 Series\VS-20ETF...-M3 Series.pdf;
