Part Number;Status;Description;Product type;VinMin.(V);VinMax.(V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiP32455;Active;0.8 V to 2.5 V, 28 mΩ, 1.5 ms rise time;Slew rate;0.8;2.5;WCSP4;0.8 x 0.8 x 0.5;62531;Datasheet/power-ics/computer/SiP32455/SiP32455.pdf;
