Series;Product Image;Description;AC Operating Voltage Min.(VRMS);AC Operating Voltage Max.(VRMS);DC Operating Voltage Min.(VDC);DC Operating Voltage Max.(VDC);INRP8/20 µsMax.(Ap);Energy 10/1000 µsMax.(J);Operating Temperature Min.(°C);Operating Temperature Max.(°C);Image path;Datasheet part;3d model part
VDRH Series;Enlarge;VDR Metal Oxide Varistors High Surge;11;680;14.0;895;10 000;620.0;-40;125;image/varistors/29082.png;Datasheet\/varistors/VDRH Series\VDRH Series.pdf;Datasheet\/varistors/VDRH Series\VDRH Series.zip
