Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
G5SBA60;Enlarge;6.0;1.05;150;600;150;GBU;In-line;image/diodes\88608.png;Datasheet\diodes\G5SBA60\G5SBA60.pdf;Datasheet\diodes\G5SBA60\G5SBA60.zip
G5SBA60;Enlarge;6.0;1.05;150;800;150;GBU;In-line;image/diodes\88608.png;Datasheet\diodes\G5SBA60\G5SBA60.pdf;Datasheet\diodes\G5SBA60\G5SBA60.zip
G5SBA60;Enlarge;6.0;1.05;150;200;150;GBU;In-line;image/diodes\88608.png;Datasheet\diodes\G5SBA60\G5SBA60.pdf;Datasheet\diodes\G5SBA60\G5SBA60.zip
