Series;Type(V);Diagonal Dimension;Display Formatdots;Module Dimensions (W x H x D)mm(W x H mm);Active Area (W x H)mm(W x H mm);Dot Pitch (W x H)mm(W x H mm);Built-In Controller;Image path;Datasheet part;3d model part
LCF-102PTIFGDBN0H;TFT;"10.2""";800 x 480;235.0 x 145.8 x 12.1;222.0 x 132.48;0.0925 x 0.276;RA8875;37519;Datasheet/displays/LCF-102PTIFGDBN0H\LCF-102PTIFGDBN0H.pdf;None
