Part Number;Status;Description;Product type;VinMin.(V);VinMax.(V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiC621;Active;60 A power stage, 4.5 VINto 18 VIN, 5 V PWM with ZCD, PS4 mode;VRPower (DrMOS);4.5;18.0;PowerPAK MLP55-31L;5.0 x 5.0 x 0.75;67173;Datasheet/power-ics/computer/SiC621/SiC621.pdf;
