Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VFT3080C;Enlarge;80;2 x 15;0.65;150.0;;150;ITO-220AB;Common cathode;No;image/diodes\89357.png;Datasheet\diodes\VFT3080C\VFT3080C.pdf;
