Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDCG1060M;Enlarge;10 mm clock;Green;Common cathode;2800.0;4000.0;;10;2.0;image/displays\83180.png;Datasheet\displays\TDCG1060M\TDCG1060M.pdf;Datasheet\displays\TDCG1060M\TDCG1060M.zip
