Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-95PF(R)...(W) Series;Enlarge;95 at 140;2000;2090;1200;;-55 to +180;1.4;DO-5 (DO-203AB);Single;image/diodes/93532.png;Datasheet/diodes/med-high-diodes/VS-95PF(R)...(W) Series/VS-95PF(R)...(W) Series.pdf;
VS-95PF(R)...(W) Series;Enlarge;95 at 140;2000;2090;800;;-55 to +180;1.4;DO-5 (DO-203AB);Single;image/diodes/93532.png;Datasheet/diodes/med-high-diodes/VS-95PF(R)...(W) Series/VS-95PF(R)...(W) Series.pdf;
VS-95PF(R)...(W) Series;Enlarge;95 at 140;2000;2090;400;;-55 to +180;1.4;DO-5 (DO-203AB);Single;image/diodes/93532.png;Datasheet/diodes/med-high-diodes/VS-95PF(R)...(W) Series/VS-95PF(R)...(W) Series.pdf;
