Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-ST780CL Series;Enlarge;1350.0;55.0;2700.0;400;24400.0;25600.0;1.31 at 3600;-40 to +125;500.0;B-PUK (TO-200AC);Single SCR;image/thyristors/94415.png;Datasheet/thyristors/phase-control-discrete/VS-ST780CL Series/VS-ST780CL Series.pdf;
VS-ST780CL Series;Enlarge;1350.0;55.0;2700.0;600;24400.0;25600.0;1.31 at 3600;-40 to +125;500.0;B-PUK (TO-200AC);Single SCR;image/thyristors/94415.png;Datasheet/thyristors/phase-control-discrete/VS-ST780CL Series/VS-ST780CL Series.pdf;
