Series;Product Image;Resistance Min.(Ω);Resistance Max.(Ω);E-Series;Tolerance(± %);Power Rating(W);Maximum Voltage(V);TCR(± ppm/°C);MountingTechnology;Size / Device Style;OperatingTemperature(°C);Automotive;Image path;Datasheet part;3d model part
G, GN;Enlarge;0.1;0.499;;0.5;1;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;0.5;1.5;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;0.5;10;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;0.5;2;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;0.5;5;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;0.5;7;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;1.0;1;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;1.0;1.5;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;1.0;10;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;1.0;2;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;1.0;5;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;1.0;7;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;3.0;1;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;3.0;1.5;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;3.0;10;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
G, GN;Enlarge;0.1;0.499;;3.0;2;√(P x R);250;Through-hole;Axial;-65 to +350;No;image/resistors-fixed/30205.png;Datasheet\/resistors-fixed/G, GN\G, GN.pdf;
