Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
SFH615AA, SFH615AGB, SFH615AGR, SFH615AY;Enlarge;DIP-4;70;50;600.0;5;2, 25;-55 to +100;5300;UL, cUL, VDE, CQC, BSI, FIMKO;image/optocouplers\83672.png;Datasheet\optocouplers\SFH615AA, SFH615AGB, SFH615AGR, SFH615AY\SFH615AA, SFH615AGB, SFH615AGR, SFH615AY.pdf;
SFH615AA, SFH615AGB, SFH615AGR, SFH615AY;Enlarge;SMD-4;70;50;600.0;5;2, 25;-55 to +100;5300;UL, cUL, VDE, CQC, BSI, FIMKO;image/optocouplers\83672.png;Datasheet\optocouplers\SFH615AA, SFH615AGB, SFH615AGR, SFH615AY\SFH615AA, SFH615AGB, SFH615AGR, SFH615AY.pdf;
