Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
P16, PA16;Enlarge;Knob Potentiometer;No;Upgrade fo;Yes;A: linear, L: logarithmic, F: reverse logarithmic;IP 67;50K cycles;image/potentiometers/51036.png;Datasheet\/potentiometers/P16, PA16\P16, PA16.pdf;Datasheet\/potentiometers/P16, PA16\P16, PA16.zip
