Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
BYW76;Enlarge;600;3;1.1 at 3;100.0;200.0;175;SOD-64;;;No;image/diodes/86050.png;Datasheet/diodes/standard-recovery/BYW76/BYW76.pdf;Datasheet/diodes/standard-recovery/BYW76/BYW76.zip
