Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
IRFR9020, IRFU9020, SiHFR9020, SiHFU9020;Enlarge;Single;DPAK (TO-252);P;-50.0;20.0;;;;;;;;;0.28;;9.4;4.3;4.3;-9.9;42.0;-2.0;;image/mosfets/91281.png;Datasheet/mosfets/IRFR9020, IRFU9020, SiHFR9020, SiHFU9020/IRFR9020, IRFU9020, SiHFR9020, SiHFU9020.pdf;
IRFR9020, IRFU9020, SiHFR9020, SiHFU9020;Enlarge;Single;IPAK (TO-251);P;-50.0;20.0;;;;;;;;;0.28;;9.4;4.3;4.3;-9.9;42.0;-2.0;;image/mosfets/91281.png;Datasheet/mosfets/IRFR9020, IRFU9020, SiHFR9020, SiHFU9020/IRFR9020, IRFU9020, SiHFR9020, SiHFU9020.pdf;
