Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-SD300N/R Series;Enlarge;380 at 100;6050;6335;1600;;-40 to +180;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 70;6050;6335;1600;;-40 to +150;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 100;6050;6335;2000;;-40 to +180;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 70;6050;6335;2000;;-40 to +150;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 100;6050;6335;2500;;-40 to +180;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 70;6050;6335;2500;;-40 to +150;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 100;6050;6335;2800;;-40 to +180;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 70;6050;6335;2800;;-40 to +150;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 100;6050;6335;3200;;-40 to +180;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
VS-SD300N/R Series;Enlarge;380 at 70;6050;6335;3200;;-40 to +150;1.83;DO-9 (DO-205AB);Single;image/diodes\93545.png;Datasheet\diodes\VS-SD300N/R Series\VS-SD300N/R Series.pdf;
