Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;25.0;1400.0;6.73 x 2.79 x 3.2 (G);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;10.0;2000.0;5.08 x 2.54 x 1.6 (E);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;20.0;15000.0;2.54 x 1.27 x 1.6 (A);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;6.0;1100.0;6.73 x 2.79 x 3.2 (G);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;15.0;6000.0;3.81 x 2.54 x 1.6 (D);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;4.0;900.0;7.24 x 3.81 x 3.2 (H);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;15.0;900.0;7.24 x 3.81 x 3.2 (H);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;6.0;3500.0;5.08 x 2.54 x 1.6 (E);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;15.0;15000.0;2.54 x 1.27 x 1.6 (A);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;4.0;3000.0;5.08 x 2.54 x 1.6 (E);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.47 µF;25.0;15000.0;2.54 x 1.27 x 1.6 (A);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;10.0;5500.0;5.08 x 1.27 x 1.6 (C);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;15.0;3000.0;5.59 x 3.43 x 2.2 (F);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;6.0;8000.0;3.81 x 1.27 x 1.6 (B);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;35.0;900.0;7.24 x 3.81 x 3.2 (H);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;10.0;900.0;7.24 x 3.81 x 3.2 (H);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;4.0;8000.0;3.81 x 1.27 x 1.6 (B);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;20.0;3000.0;5.59 x 3.43 x 2.2 (F);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;10.0;5500.0;5.08 x 1.27 x 1.6 (C);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;25.0;1400.0;6.73 x 2.79 x 3.2 (G);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
CWR16;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;10.0;1500.0;5.59 x 3.43 x 2.2 (F);image/capacitors\40094.png;Datasheet\capacitors\CWR16\CWR16.pdf;Datasheet\capacitors\CWR16\CWR16.zip
