Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-U5FX120FA120;Enlarge;60;70;1200;290;2.75 at 60;-55 to +175;0.69;46;SOT-227;Two separate diodes, parallel pin-out;Isolated;image\modules\96947.png;Datasheet\modules\VS-U5FX120FA120\VS-U5FX120FA120.pdf;
