Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-8ETL06S-M3;Enlarge;600;8;0.81;175.0;60;175.0;D2PAK (TO-263AB);Single;No;image/diodes/96240.png;Datasheet/diodes/ultrafast-recovery/VS-8ETL06S-M3/VS-8ETL06S-M3.pdf;
