Part Number;Product Image;Package;VCEO(V);CTR min.1%;CTR max.1%;Forward Current IFmax.(mA);Power DissipationmW(mW);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
TCLT1600;Enlarge;SOP-4L;70.0;80;300.0;± 5;;-55 to +100;5000;UL, cUL, VDE, BSI, FIMKO, CQC,;image/optocouplers\83517.png;Datasheet\optocouplers\TCLT1600\TCLT1600.pdf;
