Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP38S40;Enlarge;Minicast;5.0 W x 6.95 H x 4.8 D;40;AGC-S;30.0;0.08;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sony 12 bit, 15 bit, and 20 bit IR-codes;Remote control;Leaded;image/ir-receiver-modules/82723.png;Datasheet\/ir-receiver-modules/TSOP38S40\TSOP38S40.pdf;Datasheet\/ir-receiver-modules/TSOP38S40\TSOP38S40.zip
