Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
LL41;Enlarge;Small Signal Schottky Diode;100.0;100.0;1000 at 200;No;MiniMELF (SOD-80);Single;image/diodes\85671.png;Datasheet\diodes\LL41\LL41.pdf;Datasheet\diodes\LL41\LL41.zip
