Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
LL101A, LL101B, LL101C;Enlarge;Small Signal Schottky Diode;60.0;30.0;1000 at 15;No;MiniMELF (SOD-80);Single;image/diodes\85626.png;Datasheet\diodes\LL101A, LL101B, LL101C\LL101A, LL101B, LL101C.pdf;Datasheet\diodes\LL101A, LL101B, LL101C\LL101A, LL101B, LL101C.zip
LL101A, LL101B, LL101C;Enlarge;Small Signal Schottky Diode;50.0;30.0;950 at 15;No;MiniMELF (SOD-80);Single;image/diodes\85626.png;Datasheet\diodes\LL101A, LL101B, LL101C\LL101A, LL101B, LL101C.pdf;Datasheet\diodes\LL101A, LL101B, LL101C\LL101A, LL101B, LL101C.zip
LL101A, LL101B, LL101C;Enlarge;Small Signal Schottky Diode;40.0;30.0;900 at 15;No;MiniMELF (SOD-80);Single;image/diodes\85626.png;Datasheet\diodes\LL101A, LL101B, LL101C\LL101A, LL101B, LL101C.pdf;Datasheet\diodes\LL101A, LL101B, LL101C\LL101A, LL101B, LL101C.zip
