Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-30CTQ...HN3 Series;Enlarge;80;2 x 15;0.67;850.0;7.0 at 125 °C;175;TO-220AB;Common cathode;Yes;image/diodes\94934.png;Datasheet\diodes\VS-30CTQ...HN3 Series\VS-30CTQ...HN3 Series.pdf;
VS-30CTQ...HN3 Series;Enlarge;100;2 x 15;0.67;850.0;7.0 at 125 °C;175;TO-220AB;Common cathode;Yes;image/diodes\96275.png;Datasheet\diodes\VS-30CTQ...HN3 Series\VS-30CTQ...HN3 Series.pdf;
