Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;4.0;20000.0;1.0 x 0.5 x 0.6 (K);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;10.0;14000.0;1.60 x 0.85 x 0.9 (M);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;35.0;8000.0;2.4 x 1.45 x 1.2 (P);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;6.3;3000.0;1.60 x 0.85 x 0.9 (M);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;16.0;12000.0;1.60 x 0.85 x 0.9 (M);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;2000.0;2.4 x 1.45 x 1.2 (P);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;25.0;20000.0;1.60 x 0.85 x 0.9 (M);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;4.0;15000.0;3.2 x 1.6 x 1 (Q);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10.0;21000.0;1.60 x 0.85 x 0.9 (M);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.33 µF;20.0;100000.0;1.0 x 0.5 x 0.6 (K);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
298D, 298W;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;4.0;4000.0;1.60 x 0.85 x 0.9 (M);image/capacitors\40065.png;Datasheet\capacitors\298D, 298W\298D, 298W.pdf;
