Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.4 mF;125.0;160.0;95.25;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;5.2 mF;50.0;96.0;85.73;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;540 µF;100.0;250.0;63.50;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.8 mF;30.0;450.0;63.50;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;7.5 mF;10.0;90.0;57.15;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;480 µF;75.0;410.0;50.60;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;70 µF;150.0;1900.0;34.93;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;5.9 mF;50.0;85.0;95.25;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.2 mF;100.0;280.0;57.15;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.8 mF;30.0;230.0;38.10;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;10 mF;10.0;63.0;76.20;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;660 µF;75.0;600.0;63.50;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;550 µF;150.0;320.0;57.15;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;120 µF;75.0;990.0;34.93;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.6 mF;100.0;85.0;95.25;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;700 µF;50.0;230.0;50.60;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;14 mF;10.0;49.0;95.25;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;880 µF;75.0;180.0;47.63;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;200 µF;75.0;670.0;50.60;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;380 µF;125.0;250.0;63.50;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1 mF;50.0;510.0;63.50;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.1 mF;75.0;150.0;57.15;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.2 mF;30.0;310.0;34.93;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;220 µF;75.0;490.0;63.50;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.1 mF;125.0;200.0;76.20;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;3.3 mF;50.0;150.0;76.20;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;4 mF;75.0;100.0;95.25;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;1.3 mF;30.0;420.0;50.60;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;4.5 mF;10.0;150.0;38.10;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
211D;Enlarge;Tantalum, Wet;Assemblies and Arrays;Assemblies and Arrays;400 µF;75.0;500.0;41.28;image/capacitors\40111.png;Datasheet\capacitors\211D\211D.pdf;
