Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
BAS16-G;Enlarge;SOT-23;75.0;100 at 75;0.715 at 1;6.0;Single;Yes;image/diodes\86367.png;Datasheet\diodes\BAS16-G\BAS16-G.pdf;Datasheet\diodes\BAS16-G\BAS16-G.zip
