Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-ST280C Series;Enlarge;500.0;55.0;960.0;600;7850.0;8220.0;1.36 at 1050;-40 to +125;500.0;A-PUK (TO-200AB);Single SCR;image/thyristors/94400.png;Datasheet/thyristors/phase-control-discrete/VS-ST280C Series/VS-ST280C Series.pdf;
VS-ST280C Series;Enlarge;500.0;55.0;960.0;400;7850.0;8220.0;1.36 at 1050;-40 to +125;500.0;A-PUK (TO-200AB);Single SCR;image/thyristors/94400.png;Datasheet/thyristors/phase-control-discrete/VS-ST280C Series/VS-ST280C Series.pdf;
