Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
LL4148, LL4448;Enlarge;MiniMELF (SOD-80);100.0;25 at 20;1 at 50;8.0;Single;No;image/diodes\85557.png;Datasheet\diodes\LL4148, LL4448\LL4148, LL4448.pdf;Datasheet\diodes\LL4148, LL4448\LL4148, LL4448.zip
LL4148, LL4448;Enlarge;MiniMELF (SOD-80);100.0;25 at 20;0.720 at 5;8.0;Single;No;image/diodes\85557.png;Datasheet\diodes\LL4148, LL4448\LL4148, LL4448.pdf;Datasheet\diodes\LL4148, LL4448\LL4148, LL4448.zip
