Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
TEMD7100ITX01;Enlarge;Silicon PIN Photodiode;surface mount;0805;2 x 1.25 x 0.85;950;750 to 1050;3;60;0.23;image/photo-detectors\84317.png;Datasheet\photo-detectors\TEMD7100ITX01\TEMD7100ITX01.pdf;
