Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-16TTS08FP-M3, VS-16TTS12FP-M3;Enlarge;10.0;70.0;16.0;800;200.0;;1.4 at 10;-40 to 125;500.0;3L TO-220 FullPAK;Single SCR;image/thyristors\96299.png;Datasheet\thyristors\VS-16TTS08FP-M3, VS-16TTS12FP-M3\VS-16TTS08FP-M3, VS-16TTS12FP-M3.pdf;
VS-16TTS08FP-M3, VS-16TTS12FP-M3;Enlarge;10.0;70.0;16.0;1200;200.0;;1.4 at 10;-40 to 125;500.0;3L TO-220 FullPAK;Single SCR;image/thyristors\96299.png;Datasheet\thyristors\VS-16TTS08FP-M3, VS-16TTS12FP-M3\VS-16TTS08FP-M3, VS-16TTS12FP-M3.pdf;
