Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-25TTS08FP-M3, VS-25TTS12FP-M3;Enlarge;16.0;51.0;25.0;800;350.0;;1.25 at 16;-40 to 125;500.0;3L TO-220 FullPAK;Single SCR;image/thyristors/96300.png;Datasheet/thyristors/phase-control-discrete/VS-25TTS08FP-M3, VS-25TTS12FP-M3/VS-25TTS08FP-M3, VS-25TTS12FP-M3.pdf;
VS-25TTS08FP-M3, VS-25TTS12FP-M3;Enlarge;16.0;51.0;25.0;1200;350.0;;1.25 at 16;-40 to 125;500.0;3L TO-220 FullPAK;Single SCR;image/thyristors/96300.png;Datasheet/thyristors/phase-control-discrete/VS-25TTS08FP-M3, VS-25TTS12FP-M3/VS-25TTS08FP-M3, VS-25TTS12FP-M3.pdf;
