Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
VEMD8081;Enlarge;Silicon PIN Photodiode;surface-mount;Top view;4.8 x 2.5 x 0.48;840;350 to 1100;33;65;5.4;image/photo-detectors\80218.png;Datasheet\photo-detectors\VEMD8081\VEMD8081.pdf;Datasheet\photo-detectors\VEMD8081\VEMD8081.zip
