Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
TEMD6200FITX01;Enlarge;Ambient Light Sensor;surface-mount;0805;2 x 1.25 x 0.85;540;430 to 610;0.04;60;0.27;image/photo-detectors\80220.png;Datasheet\photo-detectors\TEMD6200FITX01\TEMD6200FITX01.pdf;
