Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP93433DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC4;30.0;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82884.png;Datasheet\/ir-receiver-modules/TSOP93433DF1P\TSOP93433DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93433DF1P\TSOP93433DF1P.zip
