Series;Product Image;Description;Mounting;Resistance at 25 °C(Ω);R25Tolerance(±%);B25/85(K);B25/85Tolerance(±%);Operating Temperature Range(°C);Image path;Datasheet part;3d model part
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;4700.0;3.0;3984.0;0.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;10000.0;1.0;3435.0;1.0;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;10000.0;1.0;3984.0;0.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;10000.0;2.0;3984.0;0.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;10000.0;3.0;3984.0;0.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;10000.0;5.0;3984.0;0.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;47000.0;3.0;4090.0;1.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;100000.0;1.0;4190.0;1.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
NTCALUG01A Series;Enlarge;NTC Thermistors, Standard Lug Sensors;;100000.0;2.0;4190.0;1.5;-55 to +150;image/thermistors\29092.png;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.pdf;Datasheet\thermistors\NTCALUG01A Series\NTCALUG01A Series.zip
