Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSG1160;Enlarge;7 mm;Green;Common cathode;450.0;6000.0;;10;2.4;image/displays\83124.png;Datasheet\displays\TDSG1160\TDSG1160.pdf;Datasheet\displays\TDSG1160\TDSG1160.zip
