Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
T1677P;Enlarge;Silicon PIN Photodiode;chip;Chip;0.72 x 0.72 x 0.28;570;430 to 700;0.015;60;0.27;image/photo-detectors\84266.png;Datasheet\photo-detectors\T1677P\T1677P.pdf;
