Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
PE30;Enlarge;Fully Sealed Potentiometer Professional Grade;No;;Yes;"A: linear, L: logarithmic,
F: reverse logarithmic";IP 67;25K cycles;image/potentiometers/51037.png;Datasheet\/potentiometers/PE30\PE30.pdf;Datasheet\/potentiometers/PE30\PE30.zip
