Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-12TTS08S-M3 Series;Enlarge;8.0;108.0;12.5;800;110.0;;1.2 at 8;-40 to +125;150.0;D2PAK (TO-263AB);Single SCR;image/thyristors\96411.png;Datasheet\thyristors\VS-12TTS08S-M3 Series\VS-12TTS08S-M3 Series.pdf;
