Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
VKP222MCQYF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200.0;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQYF0KR\VKP222MCQYF0KR.pdf;Datasheet\capacitors\VKP222MCQYF0KR\VKP222MCQYF0KR.zip
