Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
WKP331MCPQG0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330.0;Y5U;12.5 mm / 0.500 inch;Bulk;Snap-In;image\capacitors\22206.png;Datasheet\capacitors\WKP331MCPQG0KR\WKP331MCPQG0KR.pdf;Datasheet\capacitors\WKP331MCPQG0KR\WKP331MCPQG0KR.zip
