Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Output Min. (kvar);Output Max. (kvar);Frequency Min. (Hz);Frequency Max. (Hz);Image path;Datasheet part;3d model part
PhMKP... Line Frequency Capacitors;Enlarge;Capacitors, induction heating;Self-healing / metallized polypropylene film;Line frequency capacitors, indoor;200;900;10;675;50;60;image\capacitors\13053.png;Datasheet\capacitors\PhMKP... Line Frequency Capacitors\PhMKP... Line Frequency Capacitors.pdf;
