Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Output Min. (kvar);Output Max. (kvar);Frequency Min. (Hz);Frequency Max. (Hz);Image path;Datasheet part;3d model part
Phawoz Medium Frequency Capacitors;Enlarge;Capacitors, induction heating;All-film polypropylene / aluminum foil;Medium frequency capacitors, water cooled, indoor;250;2400;600;6000;1000;10 000;image\capacitors\13058.png;Datasheet\capacitors\Phawoz Medium Frequency Capacitors\Phawoz Medium Frequency Capacitors.pdf;
