Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
VOL617A;Enlarge;4 pin LSOP;80;40;600.0;5;6, 5.5;-55 to +110;5000;UL, cUL, VDE, BSI, FIMKO, CQC;image/optocouplers/82424.png;Datasheet/optocouplers/opt-tran-output/VOL617A/VOL617A.pdf;
