Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
PE0140WF30233BJ1;Enlarge;12000.0;3000.0;R85;;;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140WF30233BJ1\PE0140WF30233BJ1.pdf;Datasheet\capacitors\PE0140WF30233BJ1\PE0140WF30233BJ1.zip
