Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-1EAH02HM3;Enlarge;200;1;0.72;32.0;15;175.0;DFN3820A;Single;Yes;image/diodes\97067.png;Datasheet\diodes\VS-1EAH02HM3\VS-1EAH02HM3.pdf;
