Series;Product Image;Type;Description;Rated Data;Current Data;Protection Level;Image path;Datasheet part;3d model part
ESTAsym MD;Enlarge;Capacitor protection relay;Capacitor bank protection relay: unbalance, line current unbalance, overvoltage, overcurrent, undercurrent, overheating, ground fault, discharge timer;Supply voltages: 100 VAC to 240 VAC, 50 Hz to 60 Hz / 100 VDC to 375 VDC / 18 VDC to 75 VDC;4 current inputs: 1 A or 5 A;IP54;image\capacitors\13177.png;Datasheet\capacitors\ESTAsym MD\ESTAsym MD.pdf;
