Part Number;Product Image;Package Type;Package Form;Package Dimensions (L x W x H)(mm);Peak Wavelength(nm);Radiant Intensity(mW/sr);Angle of Half Intensity(±°);Rise Time(ns);Radiant Power(mW);AEC-Qualified;Image path;Datasheet part;3d model part
VSMY2943SL;Enlarge;surface-mount;Side view lens;2.3 x 2.55 x 2.3;940;50.0;28;10;;No;image/ir-emitting-diodes/84253.png;Datasheet\/ir-emitting-diodes/VSMY2943SL\VSMY2943SL.pdf;
