Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-180RKI...PbF, VS-181RKI...PbF Series;Enlarge;180.0;80.0;285.0;1000;3800.0;4000.0;1.35 at 570;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\94382.png;Datasheet\thyristors\VS-180RKI...PbF, VS-181RKI...PbF Series\VS-180RKI...PbF, VS-181RKI...PbF Series.pdf;
VS-180RKI...PbF, VS-181RKI...PbF Series;Enlarge;180.0;80.0;285.0;800;3800.0;4000.0;1.35 at 570;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\94382.png;Datasheet\thyristors\VS-180RKI...PbF, VS-181RKI...PbF Series\VS-180RKI...PbF, VS-181RKI...PbF Series.pdf;
VS-180RKI...PbF, VS-181RKI...PbF Series;Enlarge;180.0;80.0;285.0;400;3800.0;4000.0;1.35 at 570;-40 to +125;500.0;TO-93 (TO-209AB);Single SCR;image/thyristors\94382.png;Datasheet\thyristors\VS-180RKI...PbF, VS-181RKI...PbF Series\VS-180RKI...PbF, VS-181RKI...PbF Series.pdf;
