Part Number;Status;Description;Configuration;Slew Rate Time(µs);On Delay Time(µs);VINMin.(V);VINMax.(V);RDS(on)at VINMin.(mΩ);RDS(on)at VINMax.(mΩ);IQat VINMin.(µA);IQat VINMax.(µA);Output Discharge(Y / N);Reverse Blocking(Y / N);Cont. Current(A);Package;Package Size(W, L, H)(mm);Image path;Datasheet part;3d model part
SiC32311;;0.6 mΩ, hot-swap eFuse, IMON, GOK, D_OC report latch on fault;Parallable;Adjustable;1000;4.5;25.0;0.6000000238418579;0.6;2100.0;2800.0;Yes;No;60.0;PowerPAK MLP32-55;5 x 5 x 1;61531;Datasheet/power-ics/SiC32311\SiC32311.pdf;
