Series;Product Image;Order Code;Cap (µF);Voltage(V);Form;Case Size;Temp Max(°C);Useful Life;Style;Technology;Image path;Datasheet part;3d model part
118 AHT;Enlarge;MAL211890002E3;33.0;200.0;Axial;Ø15x30;+125 °C;8000;"""Radial, 4 pin Soldering Star/Mounting Ring, Bulk""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211839109E3;10.0;100.0;Axial;Ø6.5x18;+125 °C;4000;"""Axial, Taped in Ammopack""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211890535E3;47.0;100.0;Axial;Ø10x25;+125 °C;4000;"""Axial, Taped on Reel""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211833102E3;1000.0;6.3;Axial;Ø10x18;+125 °C;4000;"""Axial, Taped in Ammopack""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211845472E3;4700.0;16.0;Axial;Ø18x38;+125 °C;8000;"""Radial, 4 pin Soldering Star/Mounting Ring, Bulk""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211839229E3;22.0;100.0;Axial;Ø8x18;+125 °C;4000;"""Axial, Taped in Ammopack""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211824331E3;330.0;10.0;Axial;Ø8x18;+125 °C;4000;"""Axial, Taped on Reel""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211838109E3;10.0;63.0;Axial;Ø6.5x18;+125 °C;4000;"""Axial, Taped in Ammopack""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211829479E3;47.0;100.0;Axial;Ø10x30;+125 °C;8000;"""Axial, Taped on Reel""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211818102E3;1000.0;63.0;Axial;Ø21x38;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211816472E3;4700.0;25.0;Axial;Ø21x38;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211890013E3;22.0;200.0;Axial;Ø12.5x30;+125 °C;8000;"""Axial, Taped on Reel""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211834331E3;330.0;10.0;Axial;Ø8x18;+125 °C;4000;"""Axial, Taped in Ammopack""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211828109E3;10.0;63.0;Axial;Ø6.5x18;+125 °C;4000;"""Axial, Taped on Reel""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
118 AHT;Enlarge;MAL211819479E3;47.0;100.0;Axial;Ø10x30;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28334.png;Datasheet\capacitors\118 AHT\118 AHT.pdf;
