Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
IMBD4448;Enlarge;SOT-23;;100 at 70;0.72 at 5;4.0;Common anode;Yes;image/diodes/86392.png;Datasheet/diodes/switching/IMBD4448/IMBD4448.pdf;Datasheet/diodes/switching/IMBD4448/IMBD4448.zip
