Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
GBU8A;Enlarge;8.0;1.0;200;100;150;GBU;In-line;image/diodes\88616.png;Datasheet\diodes\GBU8A\GBU8A.pdf;Datasheet\diodes\GBU8A\GBU8A.zip
GBU8A;Enlarge;8.0;1.0;200;600;150;GBU;In-line;image/diodes\88616.png;Datasheet\diodes\GBU8A\GBU8A.pdf;Datasheet\diodes\GBU8A\GBU8A.zip
GBU8A;Enlarge;8.0;1.0;200;200;150;GBU;In-line;image/diodes\88616.png;Datasheet\diodes\GBU8A\GBU8A.pdf;Datasheet\diodes\GBU8A\GBU8A.zip
GBU8A;Enlarge;8.0;1.0;200;800;150;GBU;In-line;image/diodes\88616.png;Datasheet\diodes\GBU8A\GBU8A.pdf;Datasheet\diodes\GBU8A\GBU8A.zip
GBU8A;Enlarge;8.0;1.0;200;50;150;GBU;In-line;image/diodes\88616.png;Datasheet\diodes\GBU8A\GBU8A.pdf;Datasheet\diodes\GBU8A\GBU8A.zip
GBU8A;Enlarge;8.0;1.0;200;400;150;GBU;In-line;image/diodes\88616.png;Datasheet\diodes\GBU8A\GBU8A.pdf;Datasheet\diodes\GBU8A\GBU8A.zip
GBU8A;Enlarge;8.0;1.0;200;1000;150;GBU;In-line;image/diodes\88616.png;Datasheet\diodes\GBU8A\GBU8A.pdf;Datasheet\diodes\GBU8A\GBU8A.zip
