Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series;Enlarge;80.0;85.0;125.0;1200;1900.0;1990.0;1.60 at 250;-40 to +125;500.0;TO-94 (TO-209AC);Single SCR;image/thyristors/94392.png;Datasheet/thyristors/phase-control-discrete/VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series/VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series.pdf;
VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series;Enlarge;80.0;85.0;125.0;800;1900.0;1990.0;1.60 at 250;-40 to +125;500.0;TO-94 (TO-209AC);Single SCR;image/thyristors/94392.png;Datasheet/thyristors/phase-control-discrete/VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series/VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series.pdf;
VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series;Enlarge;80.0;85.0;125.0;400;1900.0;1990.0;1.60 at 250;-40 to +125;500.0;TO-94 (TO-209AC);Single SCR;image/thyristors/94392.png;Datasheet/thyristors/phase-control-discrete/VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series/VS-80RIA...PbF, VS-81RIA...PbF, VS-82RIA...PbF Series.pdf;
