Series;Product Image;Resistance Min.(Ω);Resistance Max.(Ω);E-Series;Tolerance(± %);Power Rating(W);Maximum Voltage(V);TCR(± ppm/°C);MountingTechnology;Size / Device Style;OperatingTemperature(°C);Automotive;Image path;Datasheet part;3d model part
CBB 0207;Enlarge;10;1.5M;E24;2.0;0.6;350;-250 to -450;Through-hole;0207;-55 to +155;No;image/resistors-fixed/28736.png;Datasheet\/resistors-fixed/CBB 0207\CBB 0207.pdf;
CBB 0207;Enlarge;10;1.5M;E24;2.0;0.6;350;-250 to -450;Through-hole;Axial;-55 to +155;No;image/resistors-fixed/28736.png;Datasheet\/resistors-fixed/CBB 0207\CBB 0207.pdf;
