Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
GBUE2560;Enlarge;25.0;0.75;350;600;175;GBU;In-line;image/diodes/87633.png;Datasheet/diodes/bridge/GBUE2560/GBUE2560.pdf;Datasheet/diodes/bridge/GBUE2560/GBUE2560.zip
