Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
PRV6;Enlarge;Fully Sealed Potentiometer Cermet or Conductive Plastic;No;;;A: linear, L: logarithmic, F: reverse logarithmic;IP 67;50K cycles;image/potentiometers/51035.png;Datasheet\/potentiometers/PRV6\PRV6.pdf;Datasheet\/potentiometers/PRV6\PRV6.zip
