Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
SD103AWS-G, SD103BWS-G, SD103CWS-G;Enlarge;Small Signal Schottky Diodes;40.0;350.0;600 at 200;Yes;SOD-323;Single;image/diodes\81142.png;Datasheet\diodes\SD103AWS-G, SD103BWS-G, SD103CWS-G\SD103AWS-G, SD103BWS-G, SD103CWS-G.pdf;Datasheet\diodes\SD103AWS-G, SD103BWS-G, SD103CWS-G\SD103AWS-G, SD103BWS-G, SD103CWS-G.zip
SD103AWS-G, SD103BWS-G, SD103CWS-G;Enlarge;Small Signal Schottky Diodes;30.0;350.0;600 at 200;Yes;SOD-323;Single;image/diodes\81142.png;Datasheet\diodes\SD103AWS-G, SD103BWS-G, SD103CWS-G\SD103AWS-G, SD103BWS-G, SD103CWS-G.pdf;Datasheet\diodes\SD103AWS-G, SD103BWS-G, SD103CWS-G\SD103AWS-G, SD103BWS-G, SD103CWS-G.zip
SD103AWS-G, SD103BWS-G, SD103CWS-G;Enlarge;Small Signal Schottky Diodes;20.0;350.0;600 at 200;Yes;SOD-323;Single;image/diodes\81142.png;Datasheet\diodes\SD103AWS-G, SD103BWS-G, SD103CWS-G\SD103AWS-G, SD103BWS-G, SD103CWS-G.pdf;Datasheet\diodes\SD103AWS-G, SD103BWS-G, SD103CWS-G\SD103AWS-G, SD103BWS-G, SD103CWS-G.zip
