Series;Product Image;Description;Resistance at25 °C (min.)(Ω);Resistance at25 °C (max.)(Ω);Tn/ Tsw(min.)(°C);Tn/ Tsw(max.)(°C);Iol/Iin(max.)(A);Vmax.(V);Operating Temperature(min.)(°C);Operating Temperature(max.)(°C);Image path;Datasheet part;3d model part
PTCCL - 265 V Series;Enlarge;265 V PTC Thermistors for Overload Protection;2.1;3000;135.0;145.0;5.5;265.0;0;70;image/thermistors\29087.png;Datasheet\thermistors\PTCCL - 265 V Series\PTCCL - 265 V Series.pdf;
