Part Number;Description;VinMin.(V);VinMax.(V);Package;Image path;Datasheet part;3d model part
SiP2100;5 V, 1 A H-Bridge Motor Driver;3.8;5.5;SOIC-8;63949;Datasheet/power-ics/motor-drive/SiP2100/SiP2100.pdf;None
