Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
SD101A, SD101B, SD101C;Enlarge;Small Signal Schottky Diodes;60.0;30.0;1000 at 15;No;DO-35 (DO-204AH);Single;image/diodes/85629.png;Datasheet/diodes/ss-schottky/SD101A, SD101B, SD101C/SD101A, SD101B, SD101C.pdf;Datasheet/diodes/ss-schottky/SD101A, SD101B, SD101C/SD101A, SD101B, SD101C.zip
SD101A, SD101B, SD101C;Enlarge;Small Signal Schottky Diodes;50.0;30.0;1000 at 15;No;DO-35 (DO-204AH);Single;image/diodes/85629.png;Datasheet/diodes/ss-schottky/SD101A, SD101B, SD101C/SD101A, SD101B, SD101C.pdf;Datasheet/diodes/ss-schottky/SD101A, SD101B, SD101C/SD101A, SD101B, SD101C.zip
SD101A, SD101B, SD101C;Enlarge;Small Signal Schottky Diodes;40.0;30.0;1000 at 15;No;DO-35 (DO-204AH);Single;image/diodes/85629.png;Datasheet/diodes/ss-schottky/SD101A, SD101B, SD101C/SD101A, SD101B, SD101C.pdf;Datasheet/diodes/ss-schottky/SD101A, SD101B, SD101C/SD101A, SD101B, SD101C.zip
