Series;Type(V);Display Format;mm(W x H mm);mm(W x H mm).1;mm(W x H mm).2;mm(W x H mm).3;mm(W x H mm).4;Duty;Built-In Controller;Yellow;Green;Red;Blue;White;Image path;Datasheet part;3d model part
OLED-096O064A-GPP3N00000;graphic;96 x 64 dots;24.9 x 22.95 x 1.65;21.953 x 15.424;-;0.186 x 0.188;0.208 x 0.210;1/64;OLE D-0010;-;Yes;-;-;-;37834;Datasheet/displays/OLED-096O064A-GPP3N00000\OLED-096O064A-GPP3N00000.pdf;
