Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
RC016040BC40138BJ1;Enlarge;3000.0;400.0;R85;;;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC40138BJ1\RC016040BC40138BJ1.pdf;
